Category,ResourceId,ResourceName,ResourceGroupName,CostUSD_T4_2024,CostUSD_T5_2024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_4220765e51eb48049e60108a7e970c2c,aks-agentpool-155244aks-agentpool-1552440os__1_4220765e51eb48049e60108a7e970c2c,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.71523648
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_43c587c6389c4f19806b5724e6317ca8,aks-agentpool-155244aks-agentpool-1552440os__1_43c587c6389c4f19806b5724e6317ca8,mc_ecommerce-prd_prd-ecommerce_southeastasia,19.7115768,19.70873856
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_44b03d846f524cd2b3a3c796b3720e0a,aks-agentpool-155244aks-agentpool-1552440os__1_44b03d846f524cd2b3a3c796b3720e0a,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_4a9c0ac41ef84e4cbe5eea06d6a34574,aks-agentpool-155244aks-agentpool-1552440os__1_4a9c0ac41ef84e4cbe5eea06d6a34574,mc_ecommerce-prd_prd-ecommerce_southeastasia,10.34857782,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_4d84bb4ce1084f70939b569b622eca57,aks-agentpool-155244aks-agentpool-1552440os__1_4d84bb4ce1084f70939b569b622eca57,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.50331456
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_4ffe4234709f480da1d3c07c747373fe,aks-agentpool-155244aks-agentpool-1552440os__1_4ffe4234709f480da1d3c07c747373fe,mc_ecommerce-prd_prd-ecommerce_southeastasia,19.7115768,19.70873856
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_539f2da16c7f4fb78b0aebb9d2044200,aks-agentpool-155244aks-agentpool-1552440os__1_539f2da16c7f4fb78b0aebb9d2044200,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_5593b04503764c238bde2962c5280de7,aks-agentpool-155244aks-agentpool-1552440os__1_5593b04503764c238bde2962c5280de7,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.45033408
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_57a5d4cbb0484c86b60e055b83322fa4,aks-agentpool-155244aks-agentpool-1552440os__1_57a5d4cbb0484c86b60e055b83322fa4,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.1324512
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_5acd8e76d5da4fa2953889d7428af3a1,aks-agentpool-155244aks-agentpool-1552440os__1_5acd8e76d5da4fa2953889d7428af3a1,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_5bc7525e37404e3eb495f2b6f1c1700e,aks-agentpool-155244aks-agentpool-1552440os__1_5bc7525e37404e3eb495f2b6f1c1700e,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.43047296
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_5f77150e4a8d47a6a5f813db84015dc7,aks-agentpool-155244aks-agentpool-1552440os__1_5f77150e4a8d47a6a5f813db84015dc7,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.662256
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_62a84788ee77440b9929a65e9010916e,aks-agentpool-155244aks-agentpool-1552440os__1_62a84788ee77440b9929a65e9010916e,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.07947072
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_6b0ddc03adca44409cb1a2efe9e85e03,aks-agentpool-155244aks-agentpool-1552440os__1_6b0ddc03adca44409cb1a2efe9e85e03,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.02737719,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_71949fa17c90440b8a68053f1cb39470,aks-agentpool-155244aks-agentpool-1552440os__1_71949fa17c90440b8a68053f1cb39470,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.07947072
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_75f98f5107ea456db2e48bf4b2386aed,aks-agentpool-155244aks-agentpool-1552440os__1_75f98f5107ea456db2e48bf4b2386aed,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.5475438,0.87417792
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_7ae3fcdfc5b340acb4489b807f39c933,aks-agentpool-155244aks-agentpool-1552440os__1_7ae3fcdfc5b340acb4489b807f39c933,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.43047296
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_7c947b9b20e04286a8946f538e223017,aks-agentpool-155244aks-agentpool-1552440os__1_7c947b9b20e04286a8946f538e223017,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_84208a7243764a9ca5aa82227aca16ea,aks-agentpool-155244aks-agentpool-1552440os__1_84208a7243764a9ca5aa82227aca16ea,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.60927552
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_8d580dd17ae0464b8e6e4e1f8276ba73,aks-agentpool-155244aks-agentpool-1552440os__1_8d580dd17ae0464b8e6e4e1f8276ba73,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.10596096
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_8e99873e29d04c69a56e9bd34170e791,aks-agentpool-155244aks-agentpool-1552440os__1_8e99873e29d04c69a56e9bd34170e791,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.02737719,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_8f5946ed410c4f81a144cd2c4661dfed,aks-agentpool-155244aks-agentpool-1552440os__1_8f5946ed410c4f81a144cd2c4661dfed,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.03311936
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_9608cae1d0de4a979bcece1efc0cb7db,aks-agentpool-155244aks-agentpool-1552440os__1_9608cae1d0de4a979bcece1efc0cb7db,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.18543168
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_a00cf214bb724877afdfc27fd8cada0f,aks-agentpool-155244aks-agentpool-1552440os__1_a00cf214bb724877afdfc27fd8cada0f,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.02737719,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_a1a2aa0ac73a4ae587c92a4e8a59b1ed,aks-agentpool-155244aks-agentpool-1552440os__1_a1a2aa0ac73a4ae587c92a4e8a59b1ed,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.02737719,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_aa964dcdde1e4aaab2d164a5bbd6d335,aks-agentpool-155244aks-agentpool-1552440os__1_aa964dcdde1e4aaab2d164a5bbd6d335,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.1324512
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_aed8d092437e4466bde23d0d185039df,aks-agentpool-155244aks-agentpool-1552440os__1_aed8d092437e4466bde23d0d185039df,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.03311936
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_b0e8f55d0b294c248d496226472265db,aks-agentpool-155244aks-agentpool-1552440os__1_b0e8f55d0b294c248d496226472265db,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.10596096
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_b412b376959d4e94aba0146ad7473100,aks-agentpool-155244aks-agentpool-1552440os__1_b412b376959d4e94aba0146ad7473100,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_b5a3f679561d463d86fd7899f4379121,aks-agentpool-155244aks-agentpool-1552440os__1_b5a3f679561d463d86fd7899f4379121,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.02737719,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_bb2ef077b6d046bcb98990870c9a7a02,aks-agentpool-155244aks-agentpool-1552440os__1_bb2ef077b6d046bcb98990870c9a7a02,mc_ecommerce-prd_prd-ecommerce_southeastasia,19.7115768,19.70873856
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_bc138538670b4fd083df51d7639619ac,aks-agentpool-155244aks-agentpool-1552440os__1_bc138538670b4fd083df51d7639619ac,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.07947072
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_c11ecebdad894c6f9e3ceba61dc3d46f,aks-agentpool-155244aks-agentpool-1552440os__1_c11ecebdad894c6f9e3ceba61dc3d46f,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_c9f27594a42d45eabba18800380793d9,aks-agentpool-155244aks-agentpool-1552440os__1_c9f27594a42d45eabba18800380793d9,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.07947072
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_d495419b2bf44d4eaf5ede698fd287c8,aks-agentpool-155244aks-agentpool-1552440os__1_d495419b2bf44d4eaf5ede698fd287c8,mc_ecommerce-prd_prd-ecommerce_southeastasia,,6.91395264
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_d781648f6b9448ad825bef4c423d5532,aks-agentpool-155244aks-agentpool-1552440os__1_d781648f6b9448ad825bef4c423d5532,mc_ecommerce-prd_prd-ecommerce_southeastasia,4.98264858,5.32453824
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_d7c9c16171f24934a8c9881d53a6cca4,aks-agentpool-155244aks-agentpool-1552440os__1_d7c9c16171f24934a8c9881d53a6cca4,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.60927552
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_da63cab4747848cf83ccfa11ed6fa783,aks-agentpool-155244aks-agentpool-1552440os__1_da63cab4747848cf83ccfa11ed6fa783,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.16557056
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_dba3fa7a41f9403ca6fcdc7573fb64b4,aks-agentpool-155244aks-agentpool-1552440os__1_dba3fa7a41f9403ca6fcdc7573fb64b4,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.45033408
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_dcde19c4e89e4f45928906af5f3f7e5e,aks-agentpool-155244aks-agentpool-1552440os__1_dcde19c4e89e4f45928906af5f3f7e5e,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.324512
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_e0bf6a5395bf4ae788f17ff232788b35,aks-agentpool-155244aks-agentpool-1552440os__1_e0bf6a5395bf4ae788f17ff232788b35,mc_ecommerce-prd_prd-ecommerce_southeastasia,,1.03311936
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_ea73b03d59aa4dda9a38cebcd035af05,aks-agentpool-155244aks-agentpool-1552440os__1_ea73b03d59aa4dda9a38cebcd035af05,mc_ecommerce-prd_prd-ecommerce_southeastasia,,2.17219968
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_eb6590d2a9ff4817a604e5e30114e1ea,aks-agentpool-155244aks-agentpool-1552440os__1_eb6590d2a9ff4817a604e5e30114e1ea,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/disks/aks-agentpool-155244aks-agentpool-1552440os__1_f87e85333cc14e90abc0949732ecc0e6,aks-agentpool-155244aks-agentpool-1552440os__1_f87e85333cc14e90abc0949732ecc0e6,mc_ecommerce-prd_prd-ecommerce_southeastasia,,0.3973536
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-prod_elearning-prod_southeastasia/providers/microsoft.compute/disks/pvc-41bf272e-8143-43c7-aa11-ba0788ffcc5d,pvc-41bf272e-8143-43c7-aa11-ba0788ffcc5d,mc_elearning-prod_elearning-prod_southeastasia,2.400192,2.3998464
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-prod_elearning-prod_southeastasia/providers/microsoft.compute/disks/pvc-4c83e71d-20d6-4c27-bddc-8cf5b9c912f6,pvc-4c83e71d-20d6-4c27-bddc-8cf5b9c912f6,mc_elearning-prod_elearning-prod_southeastasia,0.9095672,1.0442314
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.compute/disks/pvc-332b07d6-d636-4978-9d73-5f451e395fe4,pvc-332b07d6-d636-4978-9d73-5f451e395fe4,mc_elearning-staging_elearning-staging_southeastasia,2.4693296,2.4715284
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.compute/disks/pvc-3980a615-544f-4d58-b6d7-a1fb5368acdc,pvc-3980a615-544f-4d58-b6d7-a1fb5368acdc,mc_elearning-staging_elearning-staging_southeastasia,0.600048,0.5999616
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.compute/disks/pvc-39b25e65-6e5f-4122-9ae6-f801a03ebbba,pvc-39b25e65-6e5f-4122-9ae6-f801a03ebbba,mc_elearning-staging_elearning-staging_southeastasia,0.5280938,0.5336376
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.compute/disks/pvc-a69068a3-756c-438c-8172-0e0b8949b578,pvc-a69068a3-756c-438c-8172-0e0b8949b578,mc_elearning-staging_elearning-staging_southeastasia,0.6651804,0.6725502
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-1a962c9e-4728-496b-90b3-aae4c814b211,kubernetes-dynamic-pvc-1a962c9e-4728-496b-90b3-aae4c814b211,mc_mysgr_dev_mysgr-dev_southeastasia,9.667184200000001,9.6704202
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-420fa5b1-a880-436d-8f89-31e4a46bc14e,kubernetes-dynamic-pvc-420fa5b1-a880-436d-8f89-31e4a46bc14e,mc_mysgr_dev_mysgr-dev_southeastasia,2.1853056,2.1878762
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-43fa75fd-dd08-4205-b1e2-b45622f6a77c,kubernetes-dynamic-pvc-43fa75fd-dd08-4205-b1e2-b45622f6a77c,mc_mysgr_dev_mysgr-dev_southeastasia,1.53612288,1.535901696
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-4b488cdc-fb63-4df9-904f-5c7ec22898f2,kubernetes-dynamic-pvc-4b488cdc-fb63-4df9-904f-5c7ec22898f2,mc_mysgr_dev_mysgr-dev_southeastasia,0.600048,0.5999616
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-5ea689cb-6247-43b0-be90-4658fd040c15,kubernetes-dynamic-pvc-5ea689cb-6247-43b0-be90-4658fd040c15,mc_mysgr_dev_mysgr-dev_southeastasia,1.53612288,1.535901696
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-66542a3f-9b65-4847-84ee-0531e0b60ec1,kubernetes-dynamic-pvc-66542a3f-9b65-4847-84ee-0531e0b60ec1,mc_mysgr_dev_mysgr-dev_southeastasia,2.2410534,2.3036926
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-7da51de4-85b3-4498-a993-d09594f9f0dc,kubernetes-dynamic-pvc-7da51de4-85b3-4498-a993-d09594f9f0dc,mc_mysgr_dev_mysgr-dev_southeastasia,5.88847104,5.887623168
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-95d8f723-f218-4149-9bb7-7a2fcdedc5bb,kubernetes-dynamic-pvc-95d8f723-f218-4149-9bb7-7a2fcdedc5bb,mc_mysgr_dev_mysgr-dev_southeastasia,0.300024,0.2999808
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-b820e9fa-be0c-4107-a970-4f97f51a8b06,kubernetes-dynamic-pvc-b820e9fa-be0c-4107-a970-4f97f51a8b06,mc_mysgr_dev_mysgr-dev_southeastasia,1.77499243,1.781888896
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-c98a80b4-8003-411e-98be-170564347b05,kubernetes-dynamic-pvc-c98a80b4-8003-411e-98be-170564347b05,mc_mysgr_dev_mysgr-dev_southeastasia,1.64486258,1.647858246
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/kubernetes-dynamic-pvc-e9267423-48b9-4720-8f45-5e6248b4b86d,kubernetes-dynamic-pvc-e9267423-48b9-4720-8f45-5e6248b4b86d,mc_mysgr_dev_mysgr-dev_southeastasia,2.1897634,2.2213822
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/mysgrpocciagent-osdisk-20230315-082410,mysgrpocciagent-osdisk-20230315-082410,mc_mysgr_dev_mysgr-dev_southeastasia,10.63426104,10.632765888
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/disks/pvc-0f1c6c7c-3b88-42bb-a61a-c823c3a96989,pvc-0f1c6c7c-3b88-42bb-a61a-c823c3a96989,mc_mysgr_dev_mysgr-dev_southeastasia,2.5267206,2.5376512
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.storage/storageaccounts/f6f86f5e9537a4619aafe1e,f6f86f5e9537a4619aafe1e,mc_mysgr_dev_mysgr-dev_southeastasia,10.068942956,11.2229287588
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.compute/disks/pvc-0eb4e54d-1260-4340-bab6-f133834be27e,pvc-0eb4e54d-1260-4340-bab6-f133834be27e,mc_mysgr_prd_mysgr-prod-premium_southeastasia,3.00824064,3.007807488
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.compute/disks/pvc-3b43bf51-e188-4b81-81bb-8a360e31afc8,pvc-3b43bf51-e188-4b81-81bb-8a360e31afc8,mc_mysgr_prd_mysgr-prod-premium_southeastasia,3.00824064,3.007807488
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.compute/disks/pvc-718a7d76-18c6-4011-a937-7fd0e63f28e2,pvc-718a7d76-18c6-4011-a937-7fd0e63f28e2,mc_mysgr_prd_mysgr-prod-premium_southeastasia,3.00824064,3.007807488
